,Image_filename,Input.image_url,Answer.Gender,Answer.Rating,Answer.RaterGender,True.Gender,True.Gender.str
26,20_0_1_20170120134900190.jpg.chip,http://snapdocket.com/fast2/20_0_1_20170120134900190.jpg.chip.jpg,0.0,2.3333333333333335,0.6666666666666666,0.0,Male
27,20_0_3_20170104225831145.jpg.chip,http://snapdocket.com/fast2/20_0_3_20170104225831145.jpg.chip.jpg,0.0,2.6666666666666665,0.3333333333333333,0.0,Male
28,20_0_3_20170119151303902.jpg.chip,http://snapdocket.com/fast2/20_0_3_20170119151303902.jpg.chip.jpg,0.0,1.75,0.75,0.0,Male
29,20_0_3_20170119151327694.jpg.chip,http://snapdocket.com/fast2/20_0_3_20170119151327694.jpg.chip.jpg,0.0,0.8,0.8,0.0,Male
30,20_0_4_20170102233239947.jpg.chip,http://snapdocket.com/fast2/20_0_4_20170102233239947.jpg.chip.jpg,0.0,1.0,0.6,0.0,Male
31,20_1_0_20170104020801388.jpg.chip,http://snapdocket.com/fast2/20_1_0_20170104020801388.jpg.chip.jpg,1.0,5.333333333333333,1.0,1.0,Female
32,20_1_0_20170105183447816.jpg.chip,http://snapdocket.com/fast2/20_1_0_20170105183447816.jpg.chip.jpg,1.0,5.2,0.4,1.0,Female
33,20_1_0_20170117133854316.jpg.chip,http://snapdocket.com/fast2/20_1_0_20170117133854316.jpg.chip.jpg,1.0,6.0,1.0,1.0,Female
34,20_1_1_20170112231413086.jpg.chip,http://snapdocket.com/fast2/20_1_1_20170112231413086.jpg.chip.jpg,1.0,5.333333333333333,0.3333333333333333,1.0,Female
35,20_1_1_20170113005418295.jpg.chip,http://snapdocket.com/fast2/20_1_1_20170113005418295.jpg.chip.jpg,1.0,4.5,0.5,1.0,Female
36,20_1_1_20170113005427278.jpg.chip,http://snapdocket.com/fast2/20_1_1_20170113005427278.jpg.chip.jpg,1.0,5.0,0.75,1.0,Female
37,20_1_1_20170113195429469.jpg.chip,http://snapdocket.com/fast2/20_1_1_20170113195429469.jpg.chip.jpg,1.0,5.0,0.5,1.0,Female
38,20_1_1_20170114030841465.jpg.chip,http://snapdocket.com/fast2/20_1_1_20170114030841465.jpg.chip.jpg,1.0,5.0,0.3333333333333333,1.0,Female
39,20_1_1_20170114031114934.jpg.chip,http://snapdocket.com/fast2/20_1_1_20170114031114934.jpg.chip.jpg,1.0,5.2,0.0,1.0,Female
40,20_1_1_20170116164052068.jpg.chip,http://snapdocket.com/fast2/20_1_1_20170116164052068.jpg.chip.jpg,1.0,3.2,0.4,1.0,Female
41,20_1_2_20170103225030704.jpg.chip,http://snapdocket.com/fast2/20_1_2_20170103225030704.jpg.chip.jpg,1.0,4.8,0.0,1.0,Female
42,20_1_2_20170104015622356.jpg.chip,http://snapdocket.com/fast2/20_1_2_20170104015622356.jpg.chip.jpg,1.0,5.5,0.25,1.0,Female
43,20_1_2_20170104020257804.jpg.chip,http://snapdocket.com/fast2/20_1_2_20170104020257804.jpg.chip.jpg,1.0,5.0,0.75,1.0,Female
44,20_1_2_20170108224234471.jpg.chip,http://snapdocket.com/fast2/20_1_2_20170108224234471.jpg.chip.jpg,1.0,5.5,0.5,1.0,Female
45,20_1_3_20170119153750257.jpg.chip,http://snapdocket.com/fast2/20_1_3_20170119153750257.jpg.chip.jpg,1.0,5.5,0.0,1.0,Female
46,20_1_4_20170103212722908.jpg.chip,http://snapdocket.com/fast2/20_1_4_20170103212722908.jpg.chip.jpg,1.0,5.666666666666667,0.3333333333333333,1.0,Female
47,20_1_4_20170103223123528.jpg.chip,http://snapdocket.com/fast2/20_1_4_20170103223123528.jpg.chip.jpg,1.0,6.0,0.25,1.0,Female
48,20_1_4_20170103224446743.jpg.chip,http://snapdocket.com/fast2/20_1_4_20170103224446743.jpg.chip.jpg,1.0,5.2,0.6,1.0,Female
49,20_1_4_20170103224540624.jpg.chip,http://snapdocket.com/fast2/20_1_4_20170103224540624.jpg.chip.jpg,1.0,5.25,0.25,1.0,Female
50,21_0_0_20170117193719188.jpg.chip,http://snapdocket.com/fast2/21_0_0_20170117193719188.jpg.chip.jpg,1.0,5.333333333333333,0.6666666666666666,0.0,Male
51,21_0_0_20170120134243735.jpg.chip,http://snapdocket.com/fast2/21_0_0_20170120134243735.jpg.chip.jpg,0.0,1.5,0.0,0.0,Male
52,21_0_1_20170113133205762.jpg.chip,http://snapdocket.com/fast2/21_0_1_20170113133205762.jpg.chip.jpg,0.0,1.3333333333333333,0.6666666666666666,0.0,Male
53,21_0_1_20170116215535068.jpg.chip,http://snapdocket.com/fast2/21_0_1_20170116215535068.jpg.chip.jpg,0.0,1.0,1.0,0.0,Male
54,21_0_1_20170116215541940.jpg.chip,http://snapdocket.com/fast2/21_0_1_20170116215541940.jpg.chip.jpg,0.0,1.6666666666666667,0.6666666666666666,0.0,Male
55,21_0_1_20170120133302908.jpg.chip,http://snapdocket.com/fast2/21_0_1_20170120133302908.jpg.chip.jpg,0.0,1.0,1.0,0.0,Male
56,21_0_2_20170116170741864.jpg.chip,http://snapdocket.com/fast2/21_0_2_20170116170741864.jpg.chip.jpg,0.0,2.25,0.25,0.0,Male
57,21_0_3_20170119154046385.jpg.chip,http://snapdocket.com/fast2/21_0_3_20170119154046385.jpg.chip.jpg,0.0,1.75,0.5,0.0,Male
58,21_1_0_20170112233431458.jpg.chip,http://snapdocket.com/fast2/21_1_0_20170112233431458.jpg.chip.jpg,1.0,4.25,1.0,1.0,Female
59,21_1_0_20170116215450607.jpg.chip,http://snapdocket.com/fast2/21_1_0_20170116215450607.jpg.chip.jpg,1.0,5.0,0.3333333333333333,1.0,Female
60,21_1_1_20170113005845999.jpg.chip,http://snapdocket.com/fast2/21_1_1_20170113005845999.jpg.chip.jpg,1.0,5.5,0.5,1.0,Female
61,21_1_2_20170104015820531.jpg.chip,http://snapdocket.com/fast2/21_1_2_20170104015820531.jpg.chip.jpg,1.0,5.75,0.5,1.0,Female
62,21_1_2_20170116163813584.jpg.chip,http://snapdocket.com/fast2/21_1_2_20170116163813584.jpg.chip.jpg,0.8,5.6,0.4,1.0,Female
63,21_1_2_20170116171712885.jpg.chip,http://snapdocket.com/fast2/21_1_2_20170116171712885.jpg.chip.jpg,1.0,5.0,0.5,1.0,Female
64,21_1_2_20170116175142157.jpg.chip,http://snapdocket.com/fast2/21_1_2_20170116175142157.jpg.chip.jpg,1.0,5.0,0.3333333333333333,1.0,Female
65,21_1_3_20170104222121713.jpg.chip,http://snapdocket.com/fast2/21_1_3_20170104222121713.jpg.chip.jpg,1.0,5.333333333333333,0.6666666666666666,1.0,Female
66,21_1_3_20170119154352346.jpg.chip,http://snapdocket.com/fast2/21_1_3_20170119154352346.jpg.chip.jpg,1.0,5.666666666666667,1.0,1.0,Female
67,22_0_0_20170104003954062.jpg.chip,http://snapdocket.com/fast2/22_0_0_20170104003954062.jpg.chip.jpg,0.0,0.5,0.5,0.0,Male
68,22_0_1_20170113132348359.jpg.chip,http://snapdocket.com/fast2/22_0_1_20170113132348359.jpg.chip.jpg,0.0,1.75,0.75,0.0,Male
69,22_0_1_20170114033210195.jpg.chip,http://snapdocket.com/fast2/22_0_1_20170114033210195.jpg.chip.jpg,0.0,1.5,0.0,0.0,Male
70,22_0_1_20170116144518064.jpg.chip,http://snapdocket.com/fast2/22_0_1_20170116144518064.jpg.chip.jpg,0.0,1.8,0.8,0.0,Male
71,22_0_2_20170116162917882.jpg.chip,http://snapdocket.com/fast2/22_0_2_20170116162917882.jpg.chip.jpg,0.0,2.75,0.5,0.0,Male
72,22_0_3_20170104230121056.jpg.chip,http://snapdocket.com/fast2/22_0_3_20170104230121056.jpg.chip.jpg,0.0,2.3333333333333335,1.0,0.0,Male
73,22_0_4_20170103224931632.jpg.chip,http://snapdocket.com/fast2/22_0_4_20170103224931632.jpg.chip.jpg,0.0,2.0,0.5,0.0,Male
74,22_1_0_20170116220938702.jpg.chip,http://snapdocket.com/fast2/22_1_0_20170116220938702.jpg.chip.jpg,1.0,6.0,0.2,1.0,Female
75,22_1_0_20170117133125316.jpg.chip,http://snapdocket.com/fast2/22_1_0_20170117133125316.jpg.chip.jpg,1.0,6.0,0.5,1.0,Female
76,22_1_1_20170112192911566.jpg.chip,http://snapdocket.com/fast2/22_1_1_20170112192911566.jpg.chip.jpg,1.0,5.5,0.5,1.0,Female
77,22_1_1_20170112203855123.jpg.chip,http://snapdocket.com/fast2/22_1_1_20170112203855123.jpg.chip.jpg,1.0,5.666666666666667,0.3333333333333333,1.0,Female
78,22_1_1_20170112233613616.jpg.chip,http://snapdocket.com/fast2/22_1_1_20170112233613616.jpg.chip.jpg,1.0,4.5,0.5,1.0,Female
79,22_1_1_20170114025927882.jpg.chip,http://snapdocket.com/fast2/22_1_1_20170114025927882.jpg.chip.jpg,1.0,5.333333333333333,0.3333333333333333,1.0,Female
80,22_1_1_20170114031355312.jpg.chip,http://snapdocket.com/fast2/22_1_1_20170114031355312.jpg.chip.jpg,1.0,5.75,0.5,1.0,Female
81,22_1_1_20170114033220857.jpg.chip,http://snapdocket.com/fast2/22_1_1_20170114033220857.jpg.chip.jpg,1.0,5.25,0.5,1.0,Female
82,22_1_2_20170104022012028.jpg.chip,http://snapdocket.com/fast2/22_1_2_20170104022012028.jpg.chip.jpg,1.0,5.0,0.5,1.0,Female
83,22_1_2_20170116172700901.jpg.chip,http://snapdocket.com/fast2/22_1_2_20170116172700901.jpg.chip.jpg,1.0,5.6,0.2,1.0,Female
84,22_1_3_20170104222151616.jpg.chip,http://snapdocket.com/fast2/22_1_3_20170104222151616.jpg.chip.jpg,1.0,4.75,1.0,1.0,Female
85,22_1_3_20170104231720114.jpg.chip,http://snapdocket.com/fast2/22_1_3_20170104231720114.jpg.chip.jpg,1.0,4.25,0.5,1.0,Female
86,22_1_3_20170104232454786.jpg.chip,http://snapdocket.com/fast2/22_1_3_20170104232454786.jpg.chip.jpg,1.0,5.5,0.5,1.0,Female
87,22_1_3_20170119144107741.jpg.chip,http://snapdocket.com/fast2/22_1_3_20170119144107741.jpg.chip.jpg,1.0,4.666666666666667,0.6666666666666666,1.0,Female
88,22_1_3_20170119153416689.jpg.chip,http://snapdocket.com/fast2/22_1_3_20170119153416689.jpg.chip.jpg,1.0,6.0,0.0,1.0,Female
89,22_1_3_20170119163704869.jpg.chip,http://snapdocket.com/fast2/22_1_3_20170119163704869.jpg.chip.jpg,1.0,5.25,0.25,1.0,Female
90,23_0_0_20170116220953152.jpg.chip,http://snapdocket.com/fast2/23_0_0_20170116220953152.jpg.chip.jpg,0.0,1.5,0.25,0.0,Male
91,23_0_0_20170116221012037.jpg.chip,http://snapdocket.com/fast2/23_0_0_20170116221012037.jpg.chip.jpg,0.0,0.5,0.5,0.0,Male
92,23_0_0_20170116221710870.jpg.chip,http://snapdocket.com/fast2/23_0_0_20170116221710870.jpg.chip.jpg,0.0,2.3333333333333335,0.6666666666666666,0.0,Male
93,23_0_0_20170117144406947.jpg.chip,http://snapdocket.com/fast2/23_0_0_20170117144406947.jpg.chip.jpg,0.0,0.0,0.6666666666666666,0.0,Male
94,23_0_0_20170117144439657.jpg.chip,http://snapdocket.com/fast2/23_0_0_20170117144439657.jpg.chip.jpg,0.2,1.2,0.6,0.0,Male
95,23_0_0_20170117144555155.jpg.chip,http://snapdocket.com/fast2/23_0_0_20170117144555155.jpg.chip.jpg,0.0,0.5,0.5,0.0,Male
96,23_0_0_20170117194039724.jpg.chip,http://snapdocket.com/fast2/23_0_0_20170117194039724.jpg.chip.jpg,0.0,0.4,1.0,0.0,Male
97,23_0_0_20170119163828336.jpg.chip,http://snapdocket.com/fast2/23_0_0_20170119163828336.jpg.chip.jpg,0.0,2.0,0.6666666666666666,0.0,Male
98,23_0_2_20170116172908582.jpg.chip,http://snapdocket.com/fast2/23_0_2_20170116172908582.jpg.chip.jpg,0.0,4.0,1.0,0.0,Male
99,23_0_2_20170117144607348.jpg.chip,http://snapdocket.com/fast2/23_0_2_20170117144607348.jpg.chip.jpg,0.0,1.6666666666666667,0.6666666666666666,0.0,Male
100,23_1_0_20170103180035647.jpg.chip,http://snapdocket.com/fast2/23_1_0_20170103180035647.jpg.chip.jpg,1.0,6.0,0.5,1.0,Female
101,23_1_0_20170103180412080.jpg.chip,http://snapdocket.com/fast2/23_1_0_20170103180412080.jpg.chip.jpg,1.0,5.25,0.5,1.0,Female
102,23_1_0_20170103234935189.jpg.chip,http://snapdocket.com/fast2/23_1_0_20170103234935189.jpg.chip.jpg,1.0,5.75,0.75,1.0,Female
103,23_1_0_20170112234313416.jpg.chip,http://snapdocket.com/fast2/23_1_0_20170112234313416.jpg.chip.jpg,1.0,5.75,0.5,1.0,Female
104,23_1_0_20170116221813922.jpg.chip,http://snapdocket.com/fast2/23_1_0_20170116221813922.jpg.chip.jpg,1.0,5.0,0.3333333333333333,1.0,Female
105,23_1_0_20170117144740562.jpg.chip,http://snapdocket.com/fast2/23_1_0_20170117144740562.jpg.chip.jpg,1.0,5.0,0.5,1.0,Female
106,23_1_0_20170117145105755.jpg.chip,http://snapdocket.com/fast2/23_1_0_20170117145105755.jpg.chip.jpg,1.0,5.4,0.4,1.0,Female
107,23_1_1_20170113010455151.jpg.chip,http://snapdocket.com/fast2/23_1_1_20170113010455151.jpg.chip.jpg,1.0,5.25,0.5,1.0,Female
108,23_1_2_20170116172814255.jpg.chip,http://snapdocket.com/fast2/23_1_2_20170116172814255.jpg.chip.jpg,1.0,6.0,0.0,1.0,Female
109,23_1_2_20170116173057476.jpg.chip,http://snapdocket.com/fast2/23_1_2_20170116173057476.jpg.chip.jpg,1.0,5.0,0.6666666666666666,1.0,Female
110,23_1_2_20170116173131148.jpg.chip,http://snapdocket.com/fast2/23_1_2_20170116173131148.jpg.chip.jpg,1.0,5.0,0.5,1.0,Female
111,23_1_3_20170104222242439.jpg.chip,http://snapdocket.com/fast2/23_1_3_20170104222242439.jpg.chip.jpg,1.0,5.666666666666667,0.6666666666666666,1.0,Female
112,23_1_3_20170104231807345.jpg.chip,http://snapdocket.com/fast2/23_1_3_20170104231807345.jpg.chip.jpg,1.0,5.666666666666667,1.0,1.0,Female
113,23_1_3_20170119164458614.jpg.chip,http://snapdocket.com/fast2/23_1_3_20170119164458614.jpg.chip.jpg,1.0,5.0,0.6,1.0,Female
114,23_1_4_20161223230008236.jpg.chip,http://snapdocket.com/fast2/23_1_4_20161223230008236.jpg.chip.jpg,1.0,5.0,0.3333333333333333,1.0,Female
115,23_1_4_20170103224510895.jpg.chip,http://snapdocket.com/fast2/23_1_4_20170103224510895.jpg.chip.jpg,1.0,5.5,0.5,1.0,Female
116,24_0_0_20170111181750330.jpg.chip,http://snapdocket.com/fast2/24_0_0_20170111181750330.jpg.chip.jpg,0.0,2.0,1.0,0.0,Male
117,24_0_0_20170114030346768.jpg.chip,http://snapdocket.com/fast2/24_0_0_20170114030346768.jpg.chip.jpg,0.0,2.0,0.25,0.0,Male
118,24_0_0_20170116222146786.jpg.chip,http://snapdocket.com/fast2/24_0_0_20170116222146786.jpg.chip.jpg,0.0,0.75,0.25,0.0,Male
119,24_0_0_20170117150146771.jpg.chip,http://snapdocket.com/fast2/24_0_0_20170117150146771.jpg.chip.jpg,0.0,1.4,0.6,0.0,Male
120,24_0_0_20170117194640228.jpg.chip,http://snapdocket.com/fast2/24_0_0_20170117194640228.jpg.chip.jpg,0.0,1.25,0.25,0.0,Male
121,24_0_1_20170113134042697.jpg.chip,http://snapdocket.com/fast2/24_0_1_20170113134042697.jpg.chip.jpg,0.0,1.5,0.25,0.0,Male
122,24_0_1_20170113134109338.jpg.chip,http://snapdocket.com/fast2/24_0_1_20170113134109338.jpg.chip.jpg,0.0,2.2,0.4,0.0,Male
123,24_0_1_20170116002302626.jpg.chip,http://snapdocket.com/fast2/24_0_1_20170116002302626.jpg.chip.jpg,0.0,0.8,0.4,0.0,Male
124,24_0_1_20170116172507878.jpg.chip,http://snapdocket.com/fast2/24_0_1_20170116172507878.jpg.chip.jpg,0.0,1.5,0.75,0.0,Male
125,24_0_2_20170116163855503.jpg.chip,http://snapdocket.com/fast2/24_0_2_20170116163855503.jpg.chip.jpg,0.5,1.5,1.0,0.0,Male
126,24_0_2_20170116163904057.jpg.chip,http://snapdocket.com/fast2/24_0_2_20170116163904057.jpg.chip.jpg,0.0,3.25,0.25,0.0,Male
127,24_0_2_20170116164749805.jpg.chip,http://snapdocket.com/fast2/24_0_2_20170116164749805.jpg.chip.jpg,1.0,5.0,0.5,0.0,Male
128,24_0_2_20170116170746007.jpg.chip,http://snapdocket.com/fast2/24_0_2_20170116170746007.jpg.chip.jpg,1.0,4.666666666666667,0.6666666666666666,0.0,Male
129,24_0_3_20170117144123778.jpg.chip,http://snapdocket.com/fast2/24_0_3_20170117144123778.jpg.chip.jpg,0.0,1.75,0.5,0.0,Male
130,24_0_3_20170119150342598.jpg.chip,http://snapdocket.com/fast2/24_0_3_20170119150342598.jpg.chip.jpg,0.0,1.0,0.25,0.0,Male
131,24_0_3_20170119165628798.jpg.chip,http://snapdocket.com/fast2/24_0_3_20170119165628798.jpg.chip.jpg,0.0,0.6,0.0,0.0,Male
132,24_0_3_20170119165651324.jpg.chip,http://snapdocket.com/fast2/24_0_3_20170119165651324.jpg.chip.jpg,0.0,2.3333333333333335,1.0,0.0,Male
133,24_0_3_20170119165712654.jpg.chip,http://snapdocket.com/fast2/24_0_3_20170119165712654.jpg.chip.jpg,0.0,1.5,1.0,0.0,Male
134,24_0_4_20170117194356247.jpg.chip,http://snapdocket.com/fast2/24_0_4_20170117194356247.jpg.chip.jpg,1.0,4.25,0.25,0.0,Male
135,24_1_0_20170111182452767.jpg.chip,http://snapdocket.com/fast2/24_1_0_20170111182452767.jpg.chip.jpg,1.0,5.666666666666667,0.6666666666666666,1.0,Female
136,24_1_0_20170116211933213.jpg.chip,http://snapdocket.com/fast2/24_1_0_20170116211933213.jpg.chip.jpg,1.0,4.666666666666667,0.3333333333333333,1.0,Female
137,24_1_0_20170116220453857.jpg.chip,http://snapdocket.com/fast2/24_1_0_20170116220453857.jpg.chip.jpg,1.0,4.5,0.75,1.0,Female
138,24_1_0_20170116222759439.jpg.chip,http://snapdocket.com/fast2/24_1_0_20170116222759439.jpg.chip.jpg,1.0,5.2,0.6,1.0,Female
139,24_1_0_20170117135702616.jpg.chip,http://snapdocket.com/fast2/24_1_0_20170117135702616.jpg.chip.jpg,1.0,5.25,0.25,1.0,Female
140,24_1_0_20170117150731090.jpg.chip,http://snapdocket.com/fast2/24_1_0_20170117150731090.jpg.chip.jpg,1.0,5.333333333333333,0.3333333333333333,1.0,Female
141,24_1_0_20170117150858676.jpg.chip,http://snapdocket.com/fast2/24_1_0_20170117150858676.jpg.chip.jpg,1.0,5.0,1.0,1.0,Female
142,24_1_0_20170117150909051.jpg.chip,http://snapdocket.com/fast2/24_1_0_20170117150909051.jpg.chip.jpg,1.0,5.25,0.0,1.0,Female
143,24_1_0_20170119170930694.jpg.chip,http://snapdocket.com/fast2/24_1_0_20170119170930694.jpg.chip.jpg,1.0,5.666666666666667,0.3333333333333333,1.0,Female
144,24_1_1_20170115234849261.jpg.chip,http://snapdocket.com/fast2/24_1_1_20170115234849261.jpg.chip.jpg,1.0,4.0,0.25,1.0,Female
145,24_1_1_20170115235714565.jpg.chip,http://snapdocket.com/fast2/24_1_1_20170115235714565.jpg.chip.jpg,1.0,5.0,0.6666666666666666,1.0,Female
146,24_1_1_20170116164334832.jpg.chip,http://snapdocket.com/fast2/24_1_1_20170116164334832.jpg.chip.jpg,1.0,5.25,0.75,1.0,Female
147,24_1_1_20170116224913775.jpg.chip,http://snapdocket.com/fast2/24_1_1_20170116224913775.jpg.chip.jpg,1.0,5.0,0.5,1.0,Female
148,24_1_2_20170104015726796.jpg.chip,http://snapdocket.com/fast2/24_1_2_20170104015726796.jpg.chip.jpg,1.0,5.75,0.75,1.0,Female
149,24_1_2_20170104020818270.jpg.chip,http://snapdocket.com/fast2/24_1_2_20170104020818270.jpg.chip.jpg,1.0,5.0,0.5,1.0,Female
150,24_1_2_20170116161931674.jpg.chip,http://snapdocket.com/fast2/24_1_2_20170116161931674.jpg.chip.jpg,1.0,5.6,0.4,1.0,Female
151,24_1_2_20170116165051346.jpg.chip,http://snapdocket.com/fast2/24_1_2_20170116165051346.jpg.chip.jpg,1.0,5.25,0.5,1.0,Female
152,24_1_2_20170116165631297.jpg.chip,http://snapdocket.com/fast2/24_1_2_20170116165631297.jpg.chip.jpg,1.0,6.0,0.5,1.0,Female
153,24_1_2_20170116170015633.jpg.chip,http://snapdocket.com/fast2/24_1_2_20170116170015633.jpg.chip.jpg,1.0,4.666666666666667,0.3333333333333333,1.0,Female
154,24_1_2_20170116171137985.jpg.chip,http://snapdocket.com/fast2/24_1_2_20170116171137985.jpg.chip.jpg,1.0,4.333333333333333,0.3333333333333333,1.0,Female
155,24_1_2_20170116173552106.jpg.chip,http://snapdocket.com/fast2/24_1_2_20170116173552106.jpg.chip.jpg,1.0,4.8,0.2,1.0,Female
156,24_1_2_20170116174538267.jpg.chip,http://snapdocket.com/fast2/24_1_2_20170116174538267.jpg.chip.jpg,1.0,5.333333333333333,0.3333333333333333,1.0,Female
157,24_1_2_20170116222614742.jpg.chip,http://snapdocket.com/fast2/24_1_2_20170116222614742.jpg.chip.jpg,1.0,4.25,0.25,1.0,Female
158,24_1_3_20170104215731414.jpg.chip,http://snapdocket.com/fast2/24_1_3_20170104215731414.jpg.chip.jpg,1.0,4.5,0.0,1.0,Female
159,24_1_3_20170104222352872.jpg.chip,http://snapdocket.com/fast2/24_1_3_20170104222352872.jpg.chip.jpg,1.0,5.333333333333333,0.3333333333333333,1.0,Female
160,24_1_3_20170104231911026.jpg.chip,http://snapdocket.com/fast2/24_1_3_20170104231911026.jpg.chip.jpg,1.0,5.25,0.25,1.0,Female
161,24_1_3_20170117145425107.jpg.chip,http://snapdocket.com/fast2/24_1_3_20170117145425107.jpg.chip.jpg,1.0,5.5,0.5,1.0,Female
162,24_1_3_20170117150411539.jpg.chip,http://snapdocket.com/fast2/24_1_3_20170117150411539.jpg.chip.jpg,1.0,6.0,0.5,1.0,Female
163,24_1_3_20170117150528724.jpg.chip,http://snapdocket.com/fast2/24_1_3_20170117150528724.jpg.chip.jpg,1.0,5.333333333333333,0.6666666666666666,1.0,Female
164,24_1_3_20170117150530668.jpg.chip,http://snapdocket.com/fast2/24_1_3_20170117150530668.jpg.chip.jpg,1.0,5.5,0.5,1.0,Female
165,24_1_3_20170119165459567.jpg.chip,http://snapdocket.com/fast2/24_1_3_20170119165459567.jpg.chip.jpg,1.0,3.3333333333333335,0.6666666666666666,1.0,Female
166,24_1_3_20170119165918215.jpg.chip,http://snapdocket.com/fast2/24_1_3_20170119165918215.jpg.chip.jpg,1.0,5.2,0.4,1.0,Female
167,24_1_3_20170119170547814.jpg.chip,http://snapdocket.com/fast2/24_1_3_20170119170547814.jpg.chip.jpg,1.0,5.5,0.5,1.0,Female
168,24_1_4_20170103233956963.jpg.chip,http://snapdocket.com/fast2/24_1_4_20170103233956963.jpg.chip.jpg,1.0,5.666666666666667,0.3333333333333333,1.0,Female
169,24_1_4_20170117145459404.jpg.chip,http://snapdocket.com/fast2/24_1_4_20170117145459404.jpg.chip.jpg,1.0,4.75,0.75,1.0,Female
170,24_1_4_20170117194806829.jpg.chip,http://snapdocket.com/fast2/24_1_4_20170117194806829.jpg.chip.jpg,1.0,5.333333333333333,0.6666666666666666,1.0,Female
