,image_filename,FAME_0,FAME,FAME_variance,logreg_0,logreg,logreg_variance
121,2018-09-08_11-27-01-675-I-B-user603,1.8241402502131048,1.8241402502131048,0.0,0.08088515389912099,0.08088515389912099,0.0
122,2018-09-08_11-27-01-675-W-B-user604,-1.1510263195294197,-1.1510263195294197,0.0,0.00010943195431619428,0.00010943195431619428,0.0
123,2018-09-08_11-43-03-106-I-T-user601,3.4060515588404034,3.4060515588404034,0.0,0.39384562377020577,0.39384562377020577,0.0
124,2018-09-08_11-43-03-106-W-T-user605,1.6986709046219977,1.6986709046219977,0.0,0.008156257672597556,0.008156257672597556,0.0
125,2018-09-08_11-43-44-665-I-B-user603,1.7417073469654074,1.7417073469654074,0.0,0.09350082505690274,0.09350082505690274,0.0
126,2018-09-08_11-43-44-665-W-B-user602,3.403118410253167,3.403118410253167,0.0,0.7037104474133342,0.7037104474133342,0.0
127,2018-09-08_11-56-25-567-I-T-user601,2.549577677699744,2.549577677699744,0.0,0.13767179629722226,0.13767179629722226,0.0
128,2018-09-08_11-56-25-567-W-T-user604,2.285167478648296,2.285167478648296,0.0,0.015275660218266141,0.015275660218266141,0.0
129,2018-09-08_12-01-43-738-I-B-user602,2.141751528965835,2.141751528965835,0.0,0.08258259124222883,0.08258259124222883,0.0
130,2018-09-08_12-01-43-738-W-B-user605,3.7636303931709536,3.7636303931709536,0.0,0.22291902190080065,0.22291902190080065,0.0
131,2018-09-08_12-09-26-1-I-T-user603,2.7906252456588883,2.7906252456588883,0.0,0.16504187476051088,0.16504187476051088,0.0
132,2018-09-08_12-09-26-1-W-T-user601,3.0113925875943823,3.0113925875943823,0.0,0.478618325800223,0.478618325800223,0.0
133,2018-09-08_12-17-43-362-I-T-user605,3.7467941599716634,3.7467941599716634,0.0,0.2297555800707347,0.2297555800707347,0.0
134,2018-09-08_12-17-43-362-W-T-user604,0.41687868397811023,0.41687868397811023,0.0,0.001825539078937693,0.001825539078937693,0.0
135,2018-09-08_12-34-07-349-I-B-user603,1.8664403915838736,1.8664403915838736,0.0,0.03606976134377245,0.03606976134377245,0.0
136,2018-09-08_12-34-07-349-W-B-user605,2.99578596828599,2.99578596828599,0.0,0.05025213192097629,0.05025213192097629,0.0
137,2018-09-08_12-34-17-60-I-T-user602,1.4799198197849694,1.4799198197849694,0.0,0.04225803362478304,0.04225803362478304,0.0
138,2018-09-08_12-34-17-60-W-T-user604,1.8707032450530283,1.8707032450530283,0.0,0.02029095010595541,0.02029095010595541,0.0
139,2018-09-08_12-52-57-257-I-B-user601,5.080215718568888,5.080215718568888,0.0,0.9475452364639304,0.9475452364639304,0.0
140,2018-09-08_12-52-57-257-W-B-user603,2.071895697728912,2.071895697728912,0.0,0.09607767555224342,0.09607767555224342,0.0
141,2018-09-08_12-54-50-681-I-T-user604,1.9944161046511104,1.9944161046511104,0.0,0.12100712674375386,0.12100712674375386,0.0
142,2018-09-08_12-54-50-681-W-T-user602,1.9867268684160264,1.9867268684160264,0.0,0.09975980640759348,0.09975980640759348,0.0
143,2018-09-08_13-06-31-913-I-B-user605,2.352876462794621,2.352876462794621,0.0,0.041670139953459966,0.041670139953459966,0.0
144,2018-09-08_13-06-31-913-W-B-user603,2.6388955876872258,2.6388955876872258,0.0,0.2793636149111298,0.2793636149111298,0.0
145,2018-09-08_13-09-49-380-I-T-user602,2.6832429856311446,2.6832429856311446,0.0,0.1757111331919591,0.1757111331919591,0.0
146,2018-09-08_13-09-49-380-W-T-user601,4.0926027865445604,4.0926027865445604,0.0,0.6441997028833449,0.6441997028833449,0.0
147,2018-09-08_13-22-56-739-I-B-user605,1.789946142648012,1.789946142648012,0.0,0.030346423128244995,0.030346423128244995,0.0
148,2018-09-08_13-22-56-739-W-B-user602,3.411625810393692,3.411625810393692,0.0,0.2372635658562279,0.2372635658562279,0.0
149,2018-09-08_13-23-19-683-I-B-user604,1.627649613891407,1.627649613891407,0.0,0.06024368763698995,0.06024368763698995,0.0
150,2018-09-08_13-23-19-683-W-B-user601,3.5966015363819617,3.5966015363819617,0.0,0.6678926188680349,0.6678926188680349,0.0
151,2018-09-08_13-37-33-89-I-T-user605,2.2663917663168642,2.2663917663168642,0.0,0.18415892627083336,0.18415892627083336,0.0
152,2018-09-08_13-37-33-89-W-T-user601,2.3070273893357287,2.3070273893357287,0.0,0.2285850718782439,0.2285850718782439,0.0
153,2018-09-08_13-37-59-49-I-T-user604,2.2963386409720905,2.2963386409720905,0.0,0.03640204992101758,0.03640204992101758,0.0
154,2018-09-08_13-37-59-49-W-T-user603,1.9550423072907943,1.9550423072907943,0.0,0.02022740778062471,0.02022740778062471,0.0
155,2018-09-08_13-50-28-425-I-B-user604,3.3749081369146716,3.3749081369146716,0.0,0.2505464442287039,0.2505464442287039,0.0
156,2018-09-08_13-50-28-425-W-B-user605,2.366338025353378,2.366338025353378,0.0,0.13730179544696394,0.13730179544696394,0.0
157,2018-09-08_13-53-53-463-I-B-user602,3.3835490456286537,3.3835490456286537,0.0,0.2435048158139232,0.2435048158139232,0.0
158,2018-09-08_13-53-53-463-W-B-user603,2.8838315303665047,2.8838315303665047,0.0,0.09510950374270574,0.09510950374270574,0.0
